category,risk,record,tweakdb_id,entity_template,default_appearance,crowd_appearances,all_appearances,multiplayer_templates,character_type,affiliation,reaction_preset,archetype_data,archetype_name,genders,tags,visual_tags,is_crowd,is_light_crowd,is_child,is_bumpable,can_have_generic_talk,force_generic_talk,default_equipment,primary_equipment,secondary_equipment,quest,vendor,driving,state_machine,voice_tag,source
"other_human_or_special","candidate","Character.Sebastian_Puppet_Photomode","0x000000243F293A1D","base\characters\entities\player\photo_mode\sebastian_ibarra\sebastian_photomode.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","","","None","Character.TPP_Player_inline0;Character.TPP_Player_inline1","Player;TPP_Player","",false,false,false,true,true,false,"","","","","","","None","v","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.Viktor_Puppet_Photomode","0x0000002132EDE188","base\characters\entities\player\photo_mode\viktor_vektor\viktor_photomode.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","","","None","Character.TPP_Player_inline0;Character.TPP_Player_inline1","Player;TPP_Player","",false,false,false,true,true,false,"","","","","","","None","v","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.Wakako_Puppet_Photomode","0x00000021EFF1C877","base\characters\entities\player\photo_mode\wakako_okada\wakako_photomode.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","","","None","Character.TPP_Player_inline0;Character.TPP_Player_inline1","Player;TPP_Player","",false,false,false,true,true,false,"","","","","","","None","v","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.TPP_Player_Cutscene_Male","0x000000222A16D43E","base\characters\entities\player\player_ma_tpp_cutscene.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","Character.TPP_Player_Cutscene_Male_inline0","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.MainQuest","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.TPP_Player_Cutscene_No_Impostor_Male","0x0000002EE24726FD","base\characters\entities\player\player_ma_tpp_cutscene_no_impostor.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","Character.TPP_Player_Cutscene_No_Impostor_Male_inline0","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.MainQuest","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.Sample_Player","0x00000017FD481BEE","base\characters\entities\player\player_wa_fpp.ent","FPP_Body","","FPP_Body","","NPCType.Human","Factions.Unaffiliated","","","None","Character.Player_Puppet_Base_inline0;Character.Player_Puppet_Base_inline1","Player","",false,false,false,true,true,false,"","","","","","","None","v","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.TPP_Player","0x000000141B37DFE4","base\characters\entities\player\player_wa_fpp.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","","","None","Character.TPP_Player_inline0;Character.TPP_Player_inline1","Player;TPP_Player","",false,false,false,true,true,false,"","","","","","","None","v","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.female_tpp_V","0x00000016ED04CA7C","base\characters\entities\player\player_wa_tpp.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.TPP_Player_Cutscene_Female","0x0000002455C01D9F","base\characters\entities\player\player_wa_tpp_cutscene.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","Character.TPP_Player_Cutscene_Female_inline0","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.MainQuest","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.TPP_Player_Cutscene_No_Impostor_Female","0x00000030E6A4C273","base\characters\entities\player\player_wa_tpp_cutscene_no_impostor.ent","TPP_Body","","TPP_Body","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","Character.TPP_Player_Cutscene_No_Impostor_Female_inline0","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.MainQuest","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.braindance_replacer","0x0000001D53DE655B","base\characters\entities\player\replacer\braindance_replacer.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","","","None","Character.braindance_replacer_inline0","Player;Replacer","",false,false,false,true,true,false,"","","","","","","None","v","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.johnny_replacer","0x000000199DB17687","base\characters\entities\player\replacer\johnny_silverhand_replacer.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","","","None","Character.johnny_replacer_inline14","Player;Replacer","",false,false,false,true,true,false,"","","","","","","None","johnny","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ml_test_johnny_replacer","0x000000216739A48E","base\characters\entities\player\replacer\johnny_silverhand_replacer.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","","humanoid","","","",false,false,false,false,true,false,"","Character.Quest_Combat_NPC_Base_inline0","","NPCQuestAffiliation.SideQuest","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.e3_v_solo_female","0x0000001A5769659F","base\characters\entities\player\replacer\player_wa_fpp_replacer.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","","","None","","","",false,false,false,true,true,false,"","","","NPCQuestAffiliation.MainQuest","","","None","v","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ow_dino_driver","0x00000018CFAA1CA7","base\characters\entities\service\service__driver_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ow_muamar_driver","0x0000001AFD197362","base\characters\entities\service\service__driver_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ow_regina_driver","0x0000001AAEA57E51","base\characters\entities\service\service__driver_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ow_rogue_driver","0x00000019855025CE","base\characters\entities\service\service__driver_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.rcr_02_fixer_driver","0x0000001D3FA273CD","base\characters\entities\service\service__driver_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_hey_spr_06_fixer_driver","0x000000254C366632","base\characters\entities\service\service__driver_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ow_wakako_driver","0x0000001AF65C7373","base\characters\entities\service\service__driver_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.gle_01_worker","0x00000017E5BFABCE","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Militech","ReactionPresets.Ganger_Aggressive","Character.security_worker_melee1_wrench_ma_inline4","humanoid","","","Grunt;Security",false,false,false,true,true,false,"","Character.security_worker_melee1_wrench_ma_inline0","Character.security_worker_melee1_wrench_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.kabuki_worker_reprimand","0x000000211DB910B9","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Civilian_Guard","","humanoid","","","",false,false,false,false,true,false,"","Character.Quest_Combat_NPC_Base_inline0","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.ma_cct_dtn_03_worker","0x0000001E23562927","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Civilian_Neutral","","humanoid","","Mortal","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ma_wat_lch_03_garbage_man","0x00000023808BCA57","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Civilian","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_cct_dtn_02_worker","0x0000001FDAFF5744","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.security_grunt1_melee1_baton_ma_inline4","humanoid","","","Guard;Security",false,false,false,true,true,false,"","Character.security_grunt1_melee1_baton_ma_inline0","Character.security_grunt1_melee1_baton_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_std_arr_01_worker","0x0000001F4A63D081","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Civilian_Neutral","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_std_rcr_01_petent","0x0000001FA6C49D37","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Civilian_Neutral","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_wat_nid_102_workers","0x00000021BADB53FC","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Civilian_Guard","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_wbr_jpn_12_technician","0x000000237AA85773","base\characters\entities\service\service__municipial_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Civilian_Guard","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_hey_rey_02_male_prostitute","0x00000028AC435E66","base\characters\entities\service\service__sexworker_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_std_rcr_03_victims_w","0x00000022AA6DC92D","base\characters\entities\service\service__sexworker_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_wat_kab_07_give_card_prostitute","0x0000002D9CCBD9B4","base\characters\entities\service\service__sexworker_wa.ent","None","","None","","NPCType.Human","Factions.Civilian","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ina_05_technician","0x0000001BA45621DF","base\characters\entities\service\service__worker_ma.ent","None","","None","","NPCType.Human","Factions.Militech","ReactionPresets.Ganger_Aggressive","Character.security_worker_melee1_wrench_ma_inline4","humanoid","","","Grunt;Security",false,false,false,true,true,false,"","Character.security_worker_melee1_wrench_ma_inline0","Character.security_worker_melee1_wrench_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.jpn_02_worker","0x00000017062FEB6A","base\characters\entities\service\service__worker_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_ranged1_ma_inline0","Character.civilianguard_municipial_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_bls_ina_05_archibald","0x00000022E2461EE5","base\characters\entities\service\service__worker_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.Q304_boss_placeholder","0x0000001F90B7A4F4","base\characters\entities\special\special__cyberpsycho_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","ArchetypeData.FastRangedT3","humanoid","","Cyberpsycho","Generic;Grunt",false,false,false,true,true,false,"","Character.ma_hey_spr_06_cyberpsycho_inline1","Character.generic_merc_ranged2_ajax_ma_inline2","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ma_bls_ina_se1_08_cyberpsycho","0x000000270D62E1E2","base\characters\entities\special\special__cyberpsycho_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","ArchetypeData.FastShotgunnerT3","humanoid","","Cyberpsycho","Generic;Shotgun",false,false,false,true,true,false,"","Character.ma_bls_ina_se1_08_cyberpsycho_inline0","Character.generic_shotgun_fshotgun2_palica_ma_inline2","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ma_bls_ina_se1_22_psycho","0x00000022A1138612","base\characters\entities\special\special__cyberpsycho_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.aldecaldos_grunt2_sniper2_sor22_wa_elite_inline0","humanoid","","Cyberpsycho","Aldecados;Grunt;Lvl3",false,false,false,true,true,false,"","Character.ma_bls_ina_se1_22_psycho_inline0","Character.aldecaldos_grunt2_sniper2_sor22_wa_elite_inline2","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ma_hey_spr_06_cyberpsycho","0x000000236E00EEFB","base\characters\entities\special\special__cyberpsycho_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","ArchetypeData.FastRangedT3","humanoid","","Cyberpsycho","Generic;Grunt",false,false,false,true,true,false,"","Character.ma_hey_spr_06_cyberpsycho_inline1","Character.generic_merc_ranged2_ajax_ma_inline2","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.ma_wat_lch_06_cyberpsycho","0x00000023314600D7","base\characters\entities\special\special__cyberpsycho_mb.ent","None","","None","","NPCType.Human","Factions.AfterlifeMercs","ReactionPresets.Ganger_Aggressive","ArchetypeData.HeavyMeleeT3","humanoid","","Cyberpsycho","AfterlifeMercs;Big;Rare",false,false,false,true,true,false,"","Character.ma_wat_lch_06_cyberpsycho_inline5","Character.ma_wat_lch_06_cyberpsycho_inline7","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_hey_spr_06_animals","0x0000002080B52ABC","base\characters\entities\to_be_removed\animals_gang_mb.ent","None","","None","","NPCType.Human","Factions.Animals","ReactionPresets.Ganger_Aggressive","Character.animals_bouncer2_melee2_fists_mb_inline0","humanoid","","","Animals;Big;Bouncer;Lvl2",false,false,false,true,true,false,"","Character.animals_bouncer2_melee2_fists_mb_inline2","Character.animals_bouncer2_melee2_fists_mb_inline4","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_hey_spr_06_animals_ranged","0x000000271AE1E1FA","base\characters\entities\to_be_removed\animals_gang_mb.ent","None","","None","","NPCType.Human","Factions.Animals","ReactionPresets.Ganger_Aggressive","Character.animals_elite2_ranged3_burya_mba_rare_inline4","humanoid","","","Animals;Big;Elite;Lvl2",false,false,false,true,true,false,"","Character.animals_elite2_ranged3_burya_mba_rare_inline0","Character.animals_elite2_ranged3_burya_mba_rare_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","unsafe_quest_or_scene","Character.sts_hey_spr_06_officer","0x0000002094AA8CBB","base\characters\entities\to_be_removed\animals_gang_mb.ent","None","","None","","NPCType.Human","Factions.Animals","ReactionPresets.Ganger_Aggressive","Character.animals_elite2_ranged3_burya_mba_rare_inline4","humanoid","","","Animals;Big;Elite;Lvl2",false,false,false,true,true,false,"","Character.animals_elite2_ranged3_burya_mba_rare_inline0","Character.animals_elite2_ranged3_burya_mba_rare_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.female_tpp_V_headless","0x0000001F6FEE4385","base\cinematics\entities\player_woman_headless.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.main_boss_ColonelCross","0x000000204101A6B1","base\gameplay\archetype_entities\main_boss_entities\main_boss_colonel_cross.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","","None","","","",false,false,false,false,true,false,"","Character.main_boss_ColonelCross_inline11","Character.main_boss_ColonelCross_inline8","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.neko_cat","0x00000012107212DE","base\items\interactive\misc\int_misc_002__chinese_sculpture.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.boxer_pants_sim","0x0000001988379E51","base\items\shots\sh_0070_boxer_pants_clothsim.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.kid_pants_sim","0x00000017E1DC2B3D","base\items\shots\sh_0110__casuanfamily_pants.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.visitor_dress_sim","0x0000001BCF784124","base\items\shots\sh_0120_visitor_dress_clothsim.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.activist","0x000000127F1B6517","base\media\characters\activist.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.bodyguard","0x000000131FECE53C","base\media\characters\bodyguard.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.captive","0x00000011DD521A3C","base\media\characters\captive.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.doctor_paradox","0x00000018BA70F94F","base\media\characters\doctor_paradox.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.gillean_jordan","0x0000001828E48E03","base\media\characters\gillean_jordan.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.q303_paradise_jordan","0x0000001E6AC45F57","base\media\characters\gillean_jordan.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.gorira","0x00000010E0BFCFAE","base\media\characters\gorira.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.grace","0x0000000FA0633F6B","base\media\characters\grace.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.haruhiro_oconnel","0x0000001AFE79F772","base\media\characters\haruhiro_oconnel.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.ivan_guerreiro","0x0000001833C9F2ED","base\media\characters\ivan_guerreiro.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.jake","0x0000000E9931EBE8","base\media\characters\jake.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.jim_jarry","0x000000137CBB98D2","base\media\characters\jim_jarry.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.josh_kavorkin","0x00000017D5E9311B","base\media\characters\josh_kavorkin.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.q303_paradise_kavorkin","0x0000002065715122","base\media\characters\josh_kavorkin.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.journalist","0x000000145E2E9F21","base\media\characters\journalist.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.juanita_tseng","0x0000001783DE3575","base\media\characters\juanita_tseng.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.karina_lee","0x00000014844FEE21","base\media\characters\karina_lee.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.kathryn_obrien","0x00000018F45C5D6E","base\media\characters\kathryn_obrien.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.kevin_king","0x000000143780A2CA","base\media\characters\kevin_king.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.kovachek","0x00000012A3568CD9","base\media\characters\kovachek.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.maria_jimenez","0x000000177FBE970C","base\media\characters\maria_jimenez.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.mark_muratovitch","0x0000001A9707532B","base\media\characters\mark_muratovitch.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.martin_coleman","0x00000018679F90C9","base\media\characters\martin_coleman.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.oliver_fernandez","0x0000001A865F459D","base\media\characters\oliver_fernandez.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.q303_paradise_reverend","0x000000201D701543","base\media\characters\reverend_colver.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.reverend_colver","0x00000019C7886358","base\media\characters\reverend_colver.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"other_human_or_special","candidate","Character.rodrigo_martinez","0x0000001AF64162CC","base\media\characters\rodrigo_martinez.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
